drawDate,lotteryType,province,DB,DB_head,DB_tail,specialCodes,G1,G2,G3,G4,G5,G6,G7
2024-09-03,XSMB,"Hà Nội",81211,81,11,10SK|15SK|18SK|1SK|20SK|4SK|7SK|8SK,67918,42423|50422,14443|29997|57124|77261|68760|43763,7878|3847|9609|4829,2789|1215|9033|0816|6942|0262,332|432|401,66|46|37|69
2024-09-04,XSMB,"Hà Nội",84635,84,35,12SL|17SL|18SL|20SL|2SL|3SL|4SL|6SL,26865,63468|17569,07023|40536|74960|29297|06703|52548,6598|6450|1873|0400,2558|0939|0856|9983|8799|9607,917|771|450,87|96|97|75
2024-09-05,XSMB,"Hà Nội",60899,60,99,10SM|12SM|17SM|19SM|4SM|5SM|8SM|9SM,54397,00157|49552,98745|43329|60857|34798|25706|52615,7799|7602|5572|9322,5903|6975|9167|8688|6331|6572,930|593|096,74|01|57|45
2024-09-06,XSMB,"Hà Nội",48942,48,42,10SN|12SN|13SN|15SN|18SN|19SN|2SN|9SN,63863,31618|87422,07878|98469|24959|43703|13497|10443,6550|2644|3963|2014,3526|4194|0530|6576|8748|9075,242|719|240,57|22|63|11
2024-09-07,XSMB,"Hà Nội",03764,03,64,10SP|13SP|14SP|15SP|19SP|20SP|4SP|8SP,43150,98647|91886,43043|83974|44045|87222|41536|76561,6929|8666|1875|2976,5707|8547|4644|4156|6655|7711,510|735|903,24|87|45|13
2024-09-08,XSMB,"Hà Nội",05509,05,09,10SQ|13SQ|14SQ|18SQ|20SQ|3SQ|4SQ|8SQ,39709,93532|77719,81854|56819|53942|67478|08111|52236,0779|0334|5260|8854,1936|2222|1969|6830|4091|5358,589|055|511,33|36|87|09
2024-09-09,XSMB,"Hà Nội",62651,62,51,10SR|11SR|19SR|2SR|3SR|7SR|8SR|9SR,60778,23518|71201,69756|76705|50372|35239|71770|90587,0015|1854|7987|5322,0809|4724|1116|4696|5109|8824,432|881|799,25|21|36|24
2024-09-10,XSMB,"Hà Nội",08694,08,94,11ST|12ST|18ST|19ST|2ST|4ST|6ST|9ST,96708,03057|00561,94795|00119|95266|35332|68203|75377,2968|3754|0021|3437,1962|4728|0411|3152|6476|3749,577|649|569,69|01|11|14
2024-09-11,XSMB,"Hà Nội",65697,65,97,10SU|11SU|12SU|17SU|1SU|20SU|5SU|6SU,87798,29505|68663,65177|63397|80784|41349|81790|33758,0072|1942|0169|3711,5733|1205|2723|8525|7788|6647,641|242|438,74|43|40|16
2024-09-12,XSMB,"Hà Nội",12759,12,59,11SV|14SV|15SV|17SV|19SV|3SV|4SV|7SV,32594,78172|76635,00308|07679|22087|86586|82661|90324,9763|6386|0258|1675,5532|4873|9528|1753|9654|4449,519|359|467,26|99|54|53
2024-09-13,XSMB,"Hà Nội",50628,50,28,10SX|11SX|14SX|18SX|4SX|5SX|7SX|9SX,85767,57586|11987,95603|19411|45336|73244|69557|16197,5502|7039|3385|5126,3335|9175|3286|3840|9330|7269,001|153|437,64|30|13|93
2024-09-14,XSMB,"Hà Nội",04332,04,32,12SY|17SY|18SY|1SY|2SY|5SY|6SY|8SY,91586,45444|10769,31025|98443|47625|40009|16067|01918,9578|3169|9542|5129,0653|1642|2195|1354|8358|4285,256|736|422,22|92|78|73
2024-09-15,XSMB,"Hà Nội",90238,90,38,13SZ|15SZ|16SZ|18SZ|1SZ|2SZ|5SZ|7SZ,27464,66687|48127,16485|31724|48690|88619|68643|84604,9138|5990|9399|8971,8119|6619|8731|5678|3868|9099,569|898|681,73|39|59|89
2024-09-16,XSMB,"Hà Nội",65799,65,99,13TA|16TA|17TA|18TA|1TA|2TA|6TA|8TA,04320,59502|03520,71943|60475|39170|75180|53423|05065,3240|4395|5255|6301,8969|6495|5660|3789|8219|3545,815|321|026,54|52|76|94
2024-09-17,XSMB,"Hà Nội",50435,50,35,10TB|12TB|15TB|17TB|20TB|2TB|4TB|8TB,38764,06665|27166,84894|81981|77679|26363|70406|87270,7593|7053|0778|5751,4541|7365|0936|0175|7395|6966,329|087|797,13|57|27|80
2024-09-18,XSMB,"Hà Nội",61497,61,97,12TC|13TC|15TC|19TC|2TC|3TC|6TC|9TC,96473,48543|90413,43480|45251|81686|35594|46548|13941,6104|3098|6263|1986,5297|6824|9862|3257|1710|7548,978|420|518,00|14|01|09
2024-09-19,XSMB,"Hà Nội",58298,58,98,15TD|16TD|17TD|18TD|2TD|4TD|5TD|8TD,26309,41875|67285,26890|81347|06424|72887|95843|34303,9525|6458|2954|0692,9105|7006|7298|1842|9632|2761,935|538|513,99|89|26|55
2024-09-20,XSMB,"Hà Nội",63557,63,57,14TE|19TE|1TE|2TE|3TE|6TE|8TE|9TE,25777,72981|80795,89944|17055|30531|93369|44314|99498,6959|0953|9021|3290,2568|7125|9710|1697|3072|3869,107|335|325,37|77|74|11
2024-09-21,XSMB,"Hà Nội",57917,57,17,10TF|14TF|18TF|19TF|20TF|2TF|3TF|6TF,98254,33694|55929,44915|26324|56136|92598|61046|20836,8521|6523|7759|9392,1089|0339|8144|2644|5691|8787,970|035|955,49|70|14|44
2024-09-22,XSMB,"Hà Nội",45889,45,89,11TG|12TG|13TG|14TG|19TG|20TG|2TG|6TG,86619,06250|77086,36643|86341|69553|50747|29373|31524,3167|5314|4915|7631,9846|7600|5068|7879|8492|0658,608|011|488,83|40|96|61
2024-09-23,XSMB,"Hà Nội",65018,65,18,11TH|12TH|13TH|16TH|17TH|19TH|5TH|8TH,79495,64889|55576,42166|03785|43928|88426|60655|70589,0311|4850|9485|3168,4687|2432|1469|6548|5452|4385,813|990|690,28|71|16|11
2024-09-24,XSMB,"Hà Nội",84645,84,45,11TK|12TK|15TK|18TK|2TK|3TK|4TK|8TK,57287,68690|92015,73606|40518|15012|68133|56695|29434,1484|9407|4949|4905,9301|4343|4422|8008|4897|2311,686|931|868,86|32|66|27
2024-09-25,XSMB,"Hà Nội",77286,77,86,13TL|15TL|18TL|1TL|20TL|3TL|5TL|6TL,14836,73547|21384,72441|70335|22188|33347|38790|75207,0710|2469|4213|3060,1958|3330|7700|9836|3488|1943,189|338|969,90|00|04|28
2024-09-26,XSMB,"Hà Nội",03027,03,27,10TM|14TM|16TM|19TM|1TM|3TM|7TM|9TM,69240,55922|78012,86841|18549|02718|60134|22584|77885,3776|5054|0071|8196,1848|9746|9560|6298|6133|7626,359|218|805,22|54|69|04
2024-09-27,XSMB,"Hà Nội",16218,16,18,11TN|17TN|18TN|20TN|2TN|3TN|4TN|8TN,03241,50580|09244,40661|17311|08950|47410|61922|87851,6776|4016|8403|8259,7252|3514|9905|6089|1572|1974,827|017|927,85|93|16|64
2024-09-28,XSMB,"Hà Nội",59119,59,19,12TP|15TP|17TP|19TP|2TP|3TP|5TP|9TP,33419,13876|32777,50123|95246|72226|73272|25514|14916,2311|7774|1101|7325,0819|5915|7008|2575|2698|1094,034|938|791,59|38|81|77
2024-09-29,XSMB,"Hà Nội",76086,76,86,10TQ|11TQ|15TQ|18TQ|1TQ|7TQ|8TQ|9TQ,05076,86459|72177,02516|92166|41540|13840|30112|37013,1435|4391|3249|8117,4539|9727|5882|6093|3496|2522,237|862|310,67|22|86|29
2024-09-30,XSMB,"Hà Nội",18840,18,40,10TR|11TR|19TR|1TR|3TR|4TR|5TR|6TR,19728,94210|05607,11827|08684|63074|69265|87729|08582,3611|5953|4742|9393,2473|4623|0811|7726|0474|0767,892|110|105,85|49|07|02
2024-10-01,XSMB,"Hà Nội",94079,94,79,10TS|18TS|19TS|4TS|6TS|7TS|8TS|9TS,60866,11852|82820,14766|25837|16472|76960|47785|77279,9263|2351|4460|8049,2612|9736|4758|2426|0537|3993,517|864|909,43|13|29|56
2024-10-02,XSMB,"Hà Nội",31163,31,63,10TU|12TU|13TU|14TU|16TU|20TU|2TU|7TU,27599,12555|04962,33250|70686|46583|05980|84665|51873,7973|8522|4724|3737,7202|3604|2215|3835|5738|1883,853|507|756,36|49|02|84
2024-10-03,XSMB,"Hà Nội",41294,41,94,10TV|12TV|13TV|16TV|1TV|3TV|5TV|7TV,56950,46427|06633,33461|66602|13136|56147|84573|58216,0761|0532|7710|8223,9368|6517|6796|2756|4568|8382,772|023|788,67|01|08|58
2024-10-04,XSMB,"Hà Nội",03304,03,04,10TX|15TX|18TX|4TX|5TX|6TX|8TX|9TX,01380,72277|57705,84946|99782|93850|09424|44427|38045,9311|2517|8454|4308,6510|0018|3050|7726|9427|1843,312|266|258,21|66|45|18
2024-10-05,XSMB,"Hà Nội",33083,33,83,11TY|14TY|15TY|18TY|19TY|3TY|5TY|8TY,50480,95972|27781,91244|57430|85087|73450|02403|00786,0024|6626|3981|1707,6040|2317|7815|5371|8575|5830,915|316|700,06|52|34|80
2024-10-06,XSMB,"Hà Nội",82858,82,58,12TZ|14TZ|17TZ|18TZ|1TZ|2TZ|4TZ|9TZ,76634,15519|77628,55974|58175|21350|03291|96547|49363,9890|6709|3962|7635,6652|2944|2624|9132|3732|8672,320|970|573,97|93|10|81
2024-10-07,XSMB,"Hà Nội",43249,43,49,12UA|14UA|17UA|18UA|1UA|20UA|2UA|3UA,33204,74258|81691,37767|53925|88874|91875|01985|56169,1573|5590|3080|8738,3616|4672|8145|3087|3465|0380,838|208|113,42|47|88|70
2024-10-08,XSMB,"Hà Nội",87980,87,80,10UB|13UB|16UB|17UB|20UB|2UB|4UB|5UB,17674,73981|17535,21591|78195|20039|82194|36031|17341,9457|3763|7971|0541,0999|7220|9314|1724|8476|4171,368|396|581,45|02|74|19
2024-10-09,XSMB,"Hà Nội",47219,47,19,10UC|13UC|14UC|17UC|3UC|4UC|7UC|8UC,69679,95030|84929,18233|80225|53054|80759|54691|68295,4416|6045|1259|0553,8833|9143|5498|1218|2031|5830,683|921|485,42|08|24|76
2024-10-10,XSMB,"Hà Nội",23951,23,51,11UD|16UD|17UD|18UD|1UD|3UD|7UD|9UD,71745,88344|10252,28278|83473|24269|04069|00036|71669,3488|3763|3952|4432,4655|7003|1655|9339|7111|2865,597|230|433,65|77|87|17
2024-10-11,XSMB,"Hà Nội",06536,06,36,11UE|13UE|14UE|2UE|3UE|6UE|7UE|9UE,92682,34869|09296,00661|92345|16782|82918|46160|28313,0756|9295|6235|0604,5928|2500|9254|0031|7556|1499,837|274|384,15|39|89|74
2024-10-12,XSMB,"Hà Nội",13763,13,63,10UF|14UF|16UF|20UF|4UF|6UF|7UF|9UF,84035,56738|49482,93333|11680|86636|81357|04736|69121,0200|9577|7184|4053,8435|7241|4243|9754|8697|4375,582|727|052,50|47|83|63
2024-10-13,XSMB,"Hà Nội",33964,33,64,11UG|14UG|15UG|19UG|1UG|6UG|7UG|8UG,08770,20907|95447,16922|05681|64517|48786|68007|11275,2448|6900|5659|6688,7871|4939|5190|6331|4453|0210,744|761|353,10|38|82|53
2024-10-14,XSMB,"Hà Nội",02803,02,03,12UH|15UH|16UH|1UH|2UH|6UH|7UH|9UH,90299,60112|10794,97101|69070|96886|78765|41456|65798,4529|7984|3050|5475,1036|9125|3956|5064|9582|7689,318|226|055,42|70|50|55
2024-10-15,XSMB,"Hà Nội",65179,65,79,10UK|12UK|15UK|17UK|3UK|4UK|5UK|7UK,83761,85139|84162,73816|67764|43647|87238|05097|79517,6231|8284|9269|9672,4442|8794|0770|4164|9580|2289,000|698|403,05|00|33|04
2024-10-16,XSMB,"Hà Nội",02255,02,55,12UL|13UL|14UL|19UL|1UL|3UL|4UL|7UL,36597,22853|34115,78015|83086|67426|59099|09697|79981,9626|5126|8038|8951,1910|8955|6468|7697|0462|2261,782|433|828,45|19|78|71
2024-10-17,XSMB,"Hà Nội",09109,09,09,11UM|12UM|14UM|15UM|16UM|17UM|1UM|7UM,27650,81830|84308,33023|02750|14825|32284|38103|15296,2053|0636|2439|7482,9827|9871|3594|5187|0754|3590,366|577|335,94|39|32|52
2024-10-18,XSMB,"Hà Nội",45972,45,72,13UN|15UN|16UN|20UN|2UN|4UN|8UN|9UN,61908,51016|85524,32220|36714|26935|65768|71337|06740,3151|6102|8392|7439,0016|6926|5573|1484|4134|5829,028|184|875,37|08|68|66
2024-10-19,XSMB,"Hà Nội",20930,20,30,13UP|18UP|2UP|3UP|4UP|5UP|7UP|8UP,67492,07967|66953,65681|34335|53310|47101|82303|17749,2878|0978|3601|6154,9643|1658|1938|9549|1880|3013,013|885|662,98|78|65|93
2024-10-20,XSMB,"Hà Nội",12751,12,51,10UQ|12UQ|15UQ|16UQ|17UQ|1UQ|2UQ|8UQ,48440,65936|09157,99095|80278|95686|37879|05940|32656,8616|1505|3775|8745,0264|0116|3878|6069|6039|4138,982|696|316,23|95|03|27
2024-10-21,XSMB,"Hà Nội",06503,06,03,12UR|13UR|15UR|16UR|19UR|1UR|7UR|9UR,22205,64915|85644,08901|34343|55865|97747|59384|32629,2009|6957|8938|3152,0750|4025|4545|7726|5369|6746,960|200|005,55|83|36|27
2024-10-22,XSMB,"Hà Nội",24739,24,39,12US|13US|16US|18US|19US|20US|6US|9US,90196,74585|47240,98005|82810|75522|03712|90638|24878,4299|5289|2123|8039,2966|3276|0529|6553|8243|9818,390|759|731,78|01|59|92
2024-10-23,XSMB,"Hà Nội",07641,07,41,11UT|14UT|15UT|17UT|1UT|2UT|3UT|8UT,87999,69755|68370,05224|25298|36522|91807|62678|57318,4790|3566|0891|9595,9230|6192|3285|0346|1579|2794,383|053|721,00|14|50|57
2024-10-24,XSMB,"Hà Nội",30615,30,15,14UV|16UV|17UV|18UV|1UV|4UV|6UV|8UV,92137,18847|85988,30642|99496|72639|47155|27478|47399,8727|1263|9480|6164,6936|8698|3647|4003|0273|4275,858|047|358,84|58|55|22
2024-10-25,XSMB,"Hà Nội",34212,34,12,12UX|14UX|18UX|19UX|1UX|2UX|3UX|7UX,82932,55785|21243,95835|49480|38030|65236|46271|62205,2451|3219|5688|2123,0175|4848|4134|0992|2431|7953,672|016|216,02|10|20|19
2024-10-26,XSMB,"Hà Nội",69297,69,97,10UY|11UY|15UY|17UY|4UY|5UY|6UY|8UY,47220,66264|68528,07026|55907|21651|54642|57264|09765,3390|5235|3510|3337,8262|1907|9913|2980|0158|1226,887|620|676,20|45|02|84
2024-10-27,XSMB,"Hà Nội",03819,03,19,10UZ|11UZ|12UZ|16UZ|4UZ|6UZ|7UZ|8UZ,23128,76625|73200,46031|88275|46274|98462|13224|44905,8387|4355|2365|8483,3692|3372|6245|2763|5572|4362,556|872|430,22|79|11|62
2024-10-28,XSMB,"Hà Nội",90427,90,27,12VA|15VA|17VA|19VA|2VA|3VA|6VA|7VA,85521,57519|23785,21573|21340|39988|11812|35964|07336,4118|0925|6005|2548,9310|2427|2052|9677|9346|1451,260|200|639,27|96|41|84
2024-10-29,XSMB,"Hà Nội",70458,70,58,11VB|16VB|1VB|2VB|3VB|7VB|8VB|9VB,20681,57697|20223,11179|05372|86777|76744|73972|67419,3547|5167|1759|8386,5092|3743|4219|7447|9385|6172,848|661|910,87|52|91|73
2024-10-30,XSMB,"Hà Nội",28897,28,97,10VC|13VC|16VC|1VC|4VC|5VC|6VC|8VC,29263,39429|26528,35672|89981|99642|71216|55778|58740,7706|8092|9244|5623,5078|8588|6956|3740|0877|5168,241|166|754,49|63|19|01
2024-10-31,XSMB,"Hà Nội",27865,27,65,14VD|16VD|3VD|5VD|6VD|7VD|8VD|9VD,98156,52022|60616,68053|47375|90254|45618|35731|38132,6813|7863|1566|0918,9398|5916|0532|8073|1835|2546,753|038|224,00|23|91|37
2024-11-01,XSMB,"Hà Nội",37693,37,93,16VE|17VE|19VE|2VE|3VE|4VE|6VE|8VE,72666,73194|61497,53039|05803|86809|13325|48643|81459,0779|4854|4822|7353,0526|7488|4189|8197|7509|0034,254|124|587,75|18|30|25
2024-11-02,XSMB,"Hà Nội",19777,19,77,11VF|16VF|17VF|18VF|1VF|3VF|4VF|6VF,94918,52358|09693,16958|79234|92114|64913|45804|54043,3728|6492|9292|0867,1170|8964|6739|5734|5725|6322,429|846|046,81|94|48|89
2024-11-03,XSMB,"Hà Nội",68475,68,75,12VG|13VG|15VG|16VG|18VG|3VG|6VG|8VG,08718,07263|81423,68305|64169|97036|68601|66752|23452,4867|9609|6618|1193,5471|8475|5557|7472|2840|6126,664|061|855,92|35|72|11
2024-11-04,XSMB,"Hà Nội",29274,29,74,10VH|12VH|18VH|19VH|4VH|5VH|8VH|9VH,96086,49407|97145,21406|18565|61922|35721|45302|89815,5966|5509|0098|4235,1878|4814|6281|1217|0312|9401,912|122|541,68|21|05|63
2024-11-05,XSMB,"Hà Nội",91426,91,26,14VK|16VK|4VK|5VK|6VK|7VK|8VK|9VK,15127,68799|41624,12085|82326|24837|50895|87301|21637,8867|6254|3887|5527,5585|6904|3748|4436|1223|6642,069|541|855,50|47|85|68
2024-11-06,XSMB,"Hà Nội",53346,53,46,11VL|12VL|1VL|20VL|2VL|3VL|4VL|7VL,90049,45458|41623,77395|40462|73889|85074|32994|84222,4826|2166|2920|9884,6461|5898|5194|4301|4596|5749,079|235|880,74|94|67|45
2024-11-07,XSMB,"Hà Nội",47813,47,13,11VM|14VM|17VM|20VM|2VM|4VM|7VM|8VM,11086,43820|84564,95846|89381|57202|19064|97990|85988,9209|1281|3998|8325,0552|8848|1403|7183|9948|2936,889|370|312,42|47|01|33
2024-11-08,XSMB,"Hà Nội",48543,48,43,13VN|14VN|15VN|16VN|19VN|1VN|5VN|9VN,43216,88291|68728,80388|85642|07787|30929|43077|97497,2398|0681|8944|3103,7616|3894|6690|1399|7307|6035,396|702|132,08|46|58|76
2024-11-09,XSMB,"Hà Nội",81313,81,13,11VP|12VP|16VP|19VP|1VP|5VP|6VP|9VP,71672,07928|31549,37533|42363|20264|54792|64501|12365,6284|5415|1906|6602,1806|6960|4786|4802|8842|8560,814|157|609,24|35|69|86
2024-11-10,XSMB,"Hà Nội",40167,40,67,11VQ|14VQ|18VQ|19VQ|2VQ|3VQ|4VQ|8VQ,34422,33362|74573,61600|33250|49172|86482|08409|80719,0335|2590|9483|1087,5292|7349|9600|6655|9606|0599,076|607|782,36|99|26|65
2024-11-11,XSMB,"Hà Nội",17108,17,08,11VR|12VR|16VR|17VR|1VR|5VR|6VR|7VR,36646,87682|98031,15858|24909|18319|79055|05985|52952,0162|9111|3604|5610,7716|2375|4361|6420|5363|1023,798|841|906,53|59|35|29
2024-11-12,XSMB,"Hà Nội",93196,93,96,10VS|13VS|16VS|2VS|4VS|5VS|6VS|9VS,91720,27396|57060,22020|52908|66855|83312|59616|58583,8415|4079|5260|1164,4759|0634|5926|2666|1978|6602,809|699|248,62|79|23|70
2024-11-13,XSMB,"Hà Nội",28576,28,76,10VT|11VT|16VT|2VT|4VT|5VT|7VT|9VT,07587,13676|99903,11653|38040|17098|93883|46725|33662,4512|8141|2164|7526,8713|3875|4317|8181|1803|1116,661|726|981,01|11|77|12
2024-11-14,XSMB,"Hà Nội",66780,66,80,10VU|12VU|13VU|1VU|4VU|5VU|7VU|8VU,39213,65112|46159,46895|25841|94084|44601|45201|24412,1460|0639|0856|3028,3772|3545|9102|2572|9215|9602,486|811|326,74|78|71|59
2024-11-15,XSMB,"Hà Nội",60131,60,31,11VX|13VX|16VX|18VX|19VX|1VX|2VX|6VX,13158,91303|40613,30017|16566|75778|27072|81826|35039,3894|0620|6314|7306,9832|1056|6560|6174|5253|1397,012|888|114,43|08|27|14
2024-11-16,XSMB,"Hà Nội",60592,60,92,11VY|12VY|13VY|16VY|17VY|18VY|2VY|4VY,73990,01369|75966,58737|07414|73568|38822|20719|58178,7336|1092|6757|0182,5103|6589|9775|5986|6056|2329,211|574|877,82|14|07|47
2024-11-17,XSMB,"Hà Nội",10805,10,05,10VZ|14VZ|15VZ|17VZ|18VZ|19VZ|6VZ|9VZ,05294,21848|34631,55028|08447|21282|86363|88883|46453,9053|4203|1873|2584,4566|3482|8353|6225|0715|4246,543|799|995,76|00|77|41
2024-11-18,XSMB,"Hà Nội",22493,22,93,10XA|16XA|18XA|19XA|1XA|3XA|5XA|7XA,67415,42265|77096,34758|83341|06221|80501|65502|37280,1175|0683|1496|5072,1181|3593|3306|6882|5822|6811,600|323|361,10|35|48|01
2024-11-19,XSMB,"Hà Nội",25213,25,13,12XB|13XB|16XB|17XB|18XB|20XB|5XB|7XB,61681,30324|75329,32887|69009|50020|44707|83338|35563,5598|8894|2941|7566,5170|8599|7074|2393|6512|2466,629|694|573,07|63|37|76
2024-11-20,XSMB,"Hà Nội",31634,31,34,11XC|13XC|14XC|15XC|2XC|6XC|8XC|9XC,98485,47877|18544,71073|25896|63591|95520|88279|53825,5051|1354|7228|8352,5319|9573|9592|9147|7396|8444,520|976|681,57|62|93|99
2024-11-21,XSMB,"Hà Nội",83457,83,57,11XD|12XD|14XD|15XD|20XD|2XD|4XD|7XD,36123,76891|18711,32405|86191|67664|20318|57915|26131,2655|5864|7832|9108,6137|6534|1508|5074|6326|9291,857|788|469,58|81|35|75
2024-11-22,XSMB,"Hà Nội",11481,11,81,14XE|19XE|20XE|2XE|4XE|6XE|7XE|8XE,34689,02333|04518,34477|80186|67764|34112|89689|92452,3176|0530|7010|7646,5011|4073|5581|8634|8981|9347,106|115|102,25|16|64|20
2024-11-23,XSMB,"Hà Nội",18720,18,20,16XF|18XF|20XF|2XF|3XF|5XF|6XF|9XF,21042,82851|38158,82910|53857|57021|46408|55039|45099,0353|9560|4628|9728,6856|8038|3607|4798|9073|4713,754|602|127,85|51|01|49
2024-11-24,XSMB,"Hà Nội",92630,92,30,11XG|18XG|19XG|20XG|2XG|5XG|6XG|9XG,16012,45864|74112,86567|28295|59200|81307|94064|11005,7687|5665|2932|1891,3807|8478|2432|0645|7324|8280,177|246|446,78|02|53|65
2024-11-25,XSMB,"Hà Nội",74580,74,80,10XH|13XH|17XH|19XH|1XH|2XH|6XH|8XH,26464,12375|57481,00514|95988|62774|90686|47254|66717,0902|9493|3979|4873,4716|1027|4190|0144|5207|6850,636|748|421,06|46|88|89
2024-11-26,XSMB,"Hà Nội",89664,89,64,11XK|12XK|14XK|15XK|19XK|4XK|7XK|8XK,63847,51704|89733,16272|73186|33338|86937|51462|07907,2142|1586|2778|6332,4904|2179|4028|6111|7948|4184,054|788|681,04|46|35|67
2024-11-27,XSMB,"Hà Nội",74465,74,65,12XL|13XL|14XL|16XL|1XL|4XL|6XL|7XL,51047,77204|52817,11717|02059|49896|13242|01602|32930,3950|8918|4425|1762,5262|7188|4939|9153|7880|1851,258|306|543,60|78|76|94
2024-11-28,XSMB,"Hà Nội",85330,85,30,12XM|14XM|16XM|18XM|4XM|7XM|8XM|9XM,00116,46312|54286,19444|69299|09508|66167|31947|26012,3894|2602|8270|9083,1556|2183|5099|8447|5855|4113,391|346|279,89|03|07|84
2024-11-29,XSMB,"Hà Nội",30676,30,76,11XN|14XN|17XN|18XN|2XN|4XN|7XN|8XN,10079,58506|72999,47027|09028|19905|59198|09708|87772,1576|7396|7018|4138,8030|2300|5859|6866|2662|3804,422|480|345,82|30|56|90
2024-11-30,XSMB,"Hà Nội",93376,93,76,10XP|12XP|18XP|19XP|1XP|4XP|6XP|7XP,06046,42955|75105,17444|75107|11181|82857|12111|25156,3216|1512|4084|6804,8926|8819|7427|5478|8671|6023,990|523|985,04|53|96|93
2024-12-01,XSMB,"Hà Nội",24735,24,35,11XQ|12XQ|16XQ|17XQ|6XQ|7XQ|8XQ|9XQ,50844,55402|90127,58339|26595|50625|46931|25712|14804,4560|7943|1461|4194,7494|3723|6911|5978|0609|8373,282|121|772,59|28|39|55
2024-12-02,XSMB,"Hà Nội",83662,83,62,14XR|19XR|1XR|20XR|3XR|5XR|6XR|7XR,64347,15362|03313,50572|76761|16093|66704|44095|77897,2779|1967|8467|1875,7460|4284|3760|8370|8923|8861,460|290|143,89|06|05|30
2024-12-03,XSMB,"Hà Nội",67746,67,46,10XS|17XS|18XS|20XS|4XS|6XS|7XS|8XS,31498,18015|49463,94675|35509|67328|56840|35270|85399,8351|9757|2570|4230,6801|6798|0197|0484|8093|8734,921|200|785,26|86|20|99
2024-12-04,XSMB,"Hà Nội",34086,34,86,12XT|13XT|14XT|15XT|16XT|20XT|3XT|7XT,56378,47228|16867,55484|71800|37420|93477|78700|15479,6906|0875|3634|0786,2140|5531|5576|9138|0466|9379,479|435|895,70|32|50|04
2024-12-05,XSMB,"Hà Nội",82300,82,00,13XU|14XU|15XU|2XU|3XU|6XU|7XU|8XU,01356,68906|62949,56143|49131|88808|81537|02312|67297,1919|2414|2264|4469,4122|8488|8243|9771|9529|5169,836|771|053,49|95|14|34
2024-12-06,XSMB,"Hà Nội",60351,60,51,13XV|14XV|15XV|17XV|18XV|1XV|3XV|8XV,59594,12859|78159,32648|75950|61831|59373|37321|89604,6634|7146|0487|1252,5805|6299|0484|8850|5367|2024,668|298|158,95|77|83|36
2024-12-07,XSMB,"Hà Nội",44474,44,74,11XY|13XY|16XY|18XY|19XY|2XY|4XY|8XY,19969,95915|80941,36419|13676|95039|38955|73883|22581,9152|8810|8115|6349,7152|4761|5741|1313|3705|1376,177|297|891,50|85|88|22
2024-12-08,XSMB,"Hà Nội",37056,37,56,13XZ|14XZ|15XZ|17XZ|19XZ|1XZ|2XZ|4XZ,94609,65258|31875,21097|50385|00347|86299|15956|27231,3403|4470|8272|8707,1337|1792|9543|5525|7170|1820,142|426|845,64|90|33|97
2024-12-09,XSMB,"Hà Nội",28448,28,48,10YA|12YA|13YA|16YA|17YA|18YA|2YA|8YA,24009,32996|79344,11194|61738|39525|12966|10252|89737,6987|3463|6626|1849,4267|5167|1981|9003|2569|6653,551|657|587,60|23|03|16
2024-12-10,XSMB,"Hà Nội",63160,63,60,13YB|16YB|1YB|2YB|3YB|5YB|6YB|8YB,02514,95852|04598,14508|33645|17598|77745|05064|12302,8422|2567|3016|4035,9292|6293|1420|3962|3647|0139,317|559|030,90|03|86|20
2024-12-11,XSMB,"Hà Nội",70317,70,17,10YC|16YC|19YC|1YC|20YC|5YC|6YC|7YC,20307,78636|83276,24520|59553|29523|04023|66706|88225,0958|3489|7066|3607,3151|3614|1599|4795|8462|7636,753|331|978,02|20|76|49
2024-12-12,XSMB,"Hà Nội",66432,66,32,10YD|11YD|13YD|17YD|20YD|2YD|6YD|9YD,18010,79522|03844,29937|40042|24529|63112|53884|31294,1853|7761|5506|8612,5179|4820|4383|6217|1244|9190,316|612|850,20|24|98|56
2024-12-13,XSMB,"Hà Nội",64368,64,68,10YE|14YE|19YE|3YE|5YE|6YE|8YE|9YE,69269,81152|35755,43583|07375|17659|74270|18075|41687,1540|1549|9248|7675,9028|0451|2817|8319|5045|5711,675|324|219,22|87|85|51
2024-12-14,XSMB,"Hà Nội",74078,74,78,11YF|12YF|16YF|18YF|1YF|20YF|2YF|8YF,26569,63128|77691,80803|23082|78074|22286|73218|94996,5691|3129|2136|9128,4509|2826|3105|8293|5638|7446,461|100|049,91|37|65|06
2024-12-15,XSMB,"Hà Nội",48350,48,50,10YG|12YG|15YG|18YG|2YG|3YG|4YG|9YG,58910,43616|45570,05346|76419|14342|53429|64140|32918,9575|3046|7791|9266,8296|3949|5515|3500|8907|5687,478|701|440,95|84|59|91
2024-12-16,XSMB,"Hà Nội",03729,03,29,11YH|18YH|1YH|2YH|5YH|6YH|7YH|9YH,36916,92851|46389,58450|13589|23835|42907|41622|28478,5625|4146|1468|4175,0326|0876|8964|7079|3100|8131,722|912|793,76|29|77|06
2024-12-17,XSMB,"Hà Nội",37373,37,73,13YK|15YK|1YK|2YK|3YK|4YK|6YK|9YK,04362,18296|40060,23213|46497|70923|07685|44636|91896,0610|0415|1374|4436,4506|6545|6820|2942|0237|7966,314|219|187,73|95|56|23
