drawDate,lotteryType,province,DB,DB_head,DB_tail,specialCodes,G1,G2,G3,G4,G5,G6,G7
2022-02-09,XSMB,"Hà Nội",35498,35,98,10RZ|1RZ|3RZ|4RZ|6RZ|9RZ,24577,82122|87260,12105|64149|33455|78565|83697|95057,4168|0342|2756|1347,3333|7422|9354|2438|8856|5287,937|725|951,97|50|08|22
2022-02-10,XSMB,"Hà Nội",23768,23,68,12SA|14SA|15SA|1SA|2SA|5SA|7SA|9SA,75954,21719|51338,75589|70894|99539|46559|23153|81926,3767|5645|9723|3995,3924|1418|7303|3767|4399|5092,838|117|334,65|33|75|81
2022-02-11,XSMB,"Hà Nội",49104,49,04,10SB|12SB|1SB|2SB|4SB|5SB,71453,56991|37737,46192|59141|34420|50284|60323|26609,1424|5115|9227|6350,9941|3387|5661|4467|5998|8365,860|727|313,64|24|57|53
2022-02-12,XSMB,"Hà Nội",85672,85,72,12SC|14SC|1SC|4SC|7SC|9SC,12634,82668|43280,35547|44127|32685|12715|46627|97553,2508|1327|3187|9628,7077|0872|4571|0074|8549|2776,720|565|926,54|97|92|01
2022-02-13,XSMB,"Hà Nội",82472,82,72,10SD|11SD|12SD|4SD|6SD|9SD,21337,28221|53677,38052|28728|29554|82944|75872|75185,6771|1978|4456|9858,1900|3925|6503|6500|9518|4372,105|363|838,93|76|39|21
2022-02-14,XSMB,"Hà Nội",35862,35,62,12SE|14SE|1SE|4SE|7SE|8SE,81536,42128|27049,54898|35137|02958|66327|90173|39628,5778|0148|7963|0156,7334|4958|8800|1216|2377|2872,365|945|855,21|93|25|81
2022-02-15,XSMB,"Hà Nội",87296,87,96,12SF|14SF|5SF|6SF|8SF|9SF,25579,06021|92530,45819|92268|40591|44430|31264|56696,1653|6179|1331|6303,2656|2181|4484|8592|5005|6897,020|790|548,75|96|55|66
2022-02-16,XSMB,"Hà Nội",89562,89,62,14SG|15SG|2SG|6SG|7SG|8SG,78809,78724|07101,03154|34532|07570|87149|62691|74198,7483|4709|3698|1548,2267|8760|1966|4307|3793|1999,007|910|563,59|98|92|40
2022-02-17,XSMB,"Hà Nội",38755,38,55,11SH|1SH|4SH|6SH|7SH|8SH,51445,40846|19407,98361|68851|98133|85217|54176|51607,9771|2708|1693|6159,9357|3261|6667|5977|8924|6325,658|996|938,98|50|08|15
2022-02-18,XSMB,"Hà Nội",29996,29,96,11SK|12SK|15SK|1SK|2SK|7SK,29783,75476|17798,59418|16892|34689|32653|29770|72029,2759|9796|0197|6214,5465|6302|8191|2036|6257|7663,668|375|143,20|80|68|01
2022-02-19,XSMB,"Hà Nội",92264,92,64,14SL|15SL|1SL|4SL|5SL|9SL,13667,73861|91927,54402|77150|66741|02310|06260|76350,6102|6637|1441|5429,7524|8003|1972|1634|6100|3003,643|982|340,14|10|71|31
2022-02-20,XSMB,"Hà Nội",88182,88,82,11SM|12SM|15SM|1SM|4SM|6SM,86741,81804|74028,90173|98263|86313|39388|76776|82805,0297|9048|1587|7846,4219|8427|3099|7549|9374|5977,090|695|485,19|34|92|20
2022-02-21,XSMB,"Hà Nội",89665,89,65,10SN|11SN|15SN|6SN|7SN|9SN,42044,94296|58067,72571|67501|86583|15273|63103|17218,1896|1660|6758|2294,8274|9431|4104|9453|5764|9597,918|388|484,27|94|15|91
2022-02-22,XSMB,"Hà Nội",41055,41,55,10SP|13SP|3SP|5SP|7SP|9SP,40734,37946|22832,80059|34440|00202|23332|82482|39444,5962|0272|7193|8779,1922|5015|3929|6964|1318|7187,661|193|648,40|54|38|30
2022-02-23,XSMB,"Hà Nội",25351,25,51,11SQ|1SQ|2SQ|3SQ|6SQ|8SQ,04433,97279|89295,87954|57318|68979|58191|67912|74009,6703|7837|8935|4256,4688|3642|5518|2865|9828|3771,628|463|349,51|79|43|09
2022-02-24,XSMB,"Hà Nội",16480,16,80,11SR|13SR|14SR|1SR|4SR|6SR,86594,95398|37531,91991|24901|13709|48113|55165|98162,0087|4104|4610|1197,2454|9376|7520|3286|5803|2266,667|512|834,65|34|92|18
2022-02-25,XSMB,"Hà Nội",09401,09,01,11ST|14ST|15ST|6ST|8ST|9ST,71268,42426|04597,77912|82347|71504|97498|11092|49326,5126|7842|4915|1783,1291|5959|0924|7619|2328|5394,559|705|373,34|24|15|26
2022-02-26,XSMB,"Hà Nội",07631,07,31,11SU|13SU|2SU|3SU|4SU|5SU,39603,79799|95760,56317|09250|81252|63764|63155|03639,3260|9343|1811|9978,3146|2111|5447|9333|7233|9494,579|796|580,06|26|31|32
2022-02-27,XSMB,"Hà Nội",70968,70,68,10SV|12SV|14SV|15SV|5SV|8SV,25814,14096|62584,76204|58369|81154|70387|15717|51017,4948|0561|5353|1068,1315|3450|8468|8475|1184|8693,117|675|279,59|19|72|83
2022-02-28,XSMB,"Hà Nội",89075,89,75,10SX|12SX|3SX|4SX|7SX|9SX,98757,90657|25115,24396|82618|37376|70103|02173|09839,9095|0849|8489|9704,1732|4176|3716|1320|2369|9305,371|119|012,16|90|45|64
2022-03-01,XSMB,"Hà Nội",24876,24,76,12SY|13SY|15SY|2SY|3SY|5SY,80854,99828|23837,84735|71029|99393|44993|87879|01852,0364|5906|7191|2777,3102|5866|6549|5033|0953|3745,760|509|801,76|51|72|13
2022-03-02,XSMB,"Hà Nội",09390,09,90,1SZ|2SZ|4SZ|5SZ|7SZ|8SZ,24578,60358|99540,63583|13712|45763|74024|85468|21509,5913|5656|9302|8147,4857|5624|4734|6674|6345|2696,690|549|354,08|29|43|12
2022-03-03,XSMB,"Hà Nội",42113,42,13,11TA|12TA|13TA|14TA|20TA|3TA|6TA|8TA,73433,31552|60586,01403|35332|53779|26722|78352|79802,7602|6871|7349|4486,7424|2803|2395|0575|1926|7058,414|526|250,66|63|64|20
2022-03-04,XSMB,"Hà Nội",42399,42,99,14TB|3TB|4TB|6TB|7TB|9TB,63312,15594|59433,15185|96512|43207|53443|89237|88654,4494|7418|5169|1790,4501|2185|3142|1331|7233|1124,586|321|738,08|18|45|54
2022-03-05,XSMB,"Hà Nội",84917,84,17,12TC|15TC|2TC|5TC|6TC|8TC,97380,32082|04244,39144|88690|26434|67471|10279|23157,6976|4904|9934|2515,8522|7500|2939|1429|9125|4059,307|280|382,99|26|77|68
2022-03-06,XSMB,"Hà Nội",78356,78,56,11TD|12TD|14TD|15TD|3TD|7TD,12424,71253|80971,01474|25130|24064|35751|63754|64802,1660|5669|7185|3796,1641|8793|7726|8532|9022|9652,628|045|919,41|12|05|28
2022-03-07,XSMB,"Hà Nội",74079,74,79,10TE|13TE|1TE|5TE|7TE|9TE,05616,38610|98024,11535|04212|68363|52757|40734|37452,5879|9058|9274|9340,6232|0928|6553|0997|8974|2289,407|040|749,69|94|18|35
2022-03-08,XSMB,"Hà Nội",62593,62,93,11TF|12TF|3TF|6TF|7TF|9TF,71475,21383|24556,81325|95582|07988|72823|67629|29565,3312|4041|3908|4836,2188|8459|6689|8046|0259|9400,263|793|860,31|38|86|70
2022-03-09,XSMB,"Hà Nội",08663,08,63,10TG|11TG|14TG|15TG|1TG|8TG,08349,37296|97053,80671|84375|94690|91662|42348|22915,8041|1289|0141|3402,4160|1679|9338|2854|8917|0084,587|448|285,77|33|10|95
2022-03-10,XSMB,"Hà Nội",72929,72,29,10TH|12TH|13TH|2TH|5TH|9TH,33587,35094|34949,34509|59391|35130|49946|51560|88549,1720|9089|7547|0326,8980|0579|8105|0272|9787|7904,618|367|354,06|97|72|75
2022-03-11,XSMB,"Hà Nội",61349,61,49,13TK|1TK|2TK|3TK|5TK|6TK,80519,38571|21641,62016|92701|11036|60412|46747|68260,6442|1895|2197|1773,1829|3623|1926|2533|2510|1072,101|988|877,22|64|95|39
2022-03-12,XSMB,"Hà Nội",31953,31,53,12TL|14TL|3TL|4TL|6TL|8TL,52377,59277|28468,47823|36968|73942|83028|47576|95964,4021|9618|2289|6018,5960|2818|1639|1647|4395|5909,918|385|149,32|81|98|31
2022-03-13,XSMB,"Hà Nội",66650,66,50,10TM|11TM|12TM|13TM|15TM|2TM,07729,47188|33607,01950|23000|46569|19418|36726|31216,4492|7750|0854|5370,2059|1837|8479|6635|8825|7705,988|233|300,07|60|94|80
2022-03-14,XSMB,"Hà Nội",48563,48,63,11TN|13TN|3TN|4TN|5TN|9TN,48032,54210|01673,61561|96546|32781|77348|68469|50351,3208|5307|7046|5994,2714|6772|3167|0751|3574|9492,421|832|661,13|28|46|05
2022-03-15,XSMB,"Hà Nội",01067,01,67,10TP|11TP|13TP|15TP|5TP|6TP,50847,91297|17671,02094|81552|35732|83139|78496|21648,8176|3468|7667|3268,7510|6643|3719|1118|8814|2807,482|574|954,73|13|23|25
2022-03-16,XSMB,"Hà Nội",18513,18,13,11TQ|12TQ|14TQ|1TQ|3TQ|4TQ,23055,65520|37809,97167|84594|85212|60009|84656|76730,7199|7811|0063|1358,4279|7779|0907|3293|8844|7008,473|035|402,70|82|02|19
2022-03-17,XSMB,"Hà Nội",04440,04,40,12TR|1TR|2TR|4TR|6TR|7TR,02048,77122|52105,50847|75012|42153|27946|97468|44446,3601|3525|3374|3712,5590|2873|4438|2951|0768|5467,513|318|754,05|31|03|59
2022-03-18,XSMB,"Hà Nội",90202,90,02,10TS|12TS|14TS|1TS|3TS|6TS,05396,37746|91737,83506|53070|12737|93382|35584|43676,1597|7719|5314|3592,3951|0718|2676|1539|1641|4908,670|934|252,10|01|93|05
2022-03-19,XSMB,"Hà Nội",39218,39,18,12TU|1TU|3TU|5TU|6TU|7TU,49736,71136|86920,02990|17065|28173|96544|13097|08412,7365|8566|6054|7837,2592|0948|9823|6720|6952|0899,465|363|366,92|81|04|29
2022-03-20,XSMB,"Hà Nội",04348,04,48,10TV|14TV|3TV|4TV|5TV|9TV,47440,07110|79698,93040|56463|42102|26825|24283|93357,5834|6891|5747|8231,5012|0310|4266|3197|3590|7372,908|502|748,87|23|20|09
2022-03-21,XSMB,"Hà Nội",76044,76,44,12TX|14TX|2TX|7TX|8TX|9TX,84776,21457|05975,96673|13227|05472|20791|60192|18380,3248|9900|0677|8566,4370|1323|4998|8217|4058|4961,591|753|459,77|42|74|31
2022-03-22,XSMB,"Hà Nội",43218,43,18,10TY|11TY|13TY|15TY|2TY|3TY,62234,39351|63114,82452|11367|18373|89926|63183|92502,9040|6063|4822|6693,0111|6143|7006|4081|1231|2828,568|570|162,71|90|23|13
2022-03-23,XSMB,"Hà Nội",38074,38,74,12TZ|15TZ|2TZ|5TZ|6TZ|7TZ,32168,16948|99428,73717|01055|12770|79760|55665|24271,9564|9970|1812|0643,6248|9625|2336|2652|1463|7888,513|774|799,32|85|48|39
2022-03-24,XSMB,"Hà Nội",71400,71,00,10UA|12UA|13UA|15UA|2UA|7UA,61967,47962|31669,42108|47223|53657|57232|18919|92627,0233|5666|5083|0137,6428|3498|9576|2662|2948|6475,412|429|587,39|43|51|78
2022-03-25,XSMB,"Hà Nội",88460,88,60,15UB|2UB|3UB|4UB|8UB|9UB,99513,98223|99207,44390|62965|27765|82110|74847|74327,4113|3372|8736|7287,4341|2393|2985|3238|0746|7336,665|032|298,44|18|92|70
2022-03-26,XSMB,"Hà Nội",15972,15,72,12UC|3UC|5UC|6UC|7UC|9UC,02820,54813|53654,51997|63875|06974|87762|39718|08966,5847|0662|7665|3347,5972|7620|8131|2155|8398|6841,704|672|783,92|82|28|58
2022-03-27,XSMB,"Hà Nội",80965,80,65,11UD|14UD|1UD|4UD|6UD|7UD,15580,97527|79584,04613|11917|96863|53389|01028|93080,7607|6561|5081|1676,5091|9598|3136|0406|8410|2025,559|197|968,85|50|42|88
2022-03-28,XSMB,"Hà Nội",20182,20,82,11UE|13UE|15UE|2UE|3UE|5UE,07161,16533|55139,31591|79577|08532|93770|14710|81684,7533|5148|1673|0425,0011|2533|3699|2749|8266|9480,543|604|134,81|56|69|54
2022-03-29,XSMB,"Hà Nội",59903,59,03,13UF|2UF|3UF|5UF|7UF|9UF,81369,56277|71215,92569|66796|99488|98627|90390|23790,9252|2453|9695|4955,0205|6533|0858|5779|5507|2915,575|540|568,34|81|71|25
2022-03-30,XSMB,"Hà Nội",89914,89,14,10UG|12UG|13UG|14UG|3UG|6UG,74298,09293|59930,46724|96575|39515|48450|28265|90715,6313|1625|2929|3989,8513|7314|6491|1870|4135|2492,919|726|214,08|78|74|19
2022-03-31,XSMB,"Hà Nội",12239,12,39,10UH|13UH|1UH|3UH|6UH|7UH,62330,75488|43719,32195|13518|27323|01541|47401|28830,4996|3384|6838|4903,7715|4774|2061|2554|2479|6063,789|838|598,30|59|80|89
2022-04-01,XSMB,"Hà Nội",76007,76,07,12UK|15UK|17UK|19UK|1UK|20UK|2UK|8UK,51630,24501|58111,61609|19570|96434|95005|12968|30143,9766|8349|6599|1453,2263|0497|0607|6063|6304|5028,455|207|843,80|69|52|18
2022-04-02,XSMB,"Hà Nội",61762,61,62,11UL|15UL|1UL|3UL|5UL|9UL,39070,02329|18372,16007|60763|57491|47077|84248|75402,4191|4433|8606|2325,7285|7588|2188|6755|5523|8372,760|419|672,75|61|14|25
2022-04-03,XSMB,"Hà Nội",87767,87,67,14UM|1UM|4UM|5UM|7UM|8UM,96822,00286|87175,05151|00453|10770|20700|46783|36248,7284|1110|4221|7095,4548|5296|0260|8620|8960|9744,248|740|460,53|42|25|56
2022-04-04,XSMB,"Hà Nội",12941,12,41,13UN|15UN|2UN|3UN|4UN|8UN,82066,48663|75715,95754|49606|16765|58062|95106|79001,0417|6833|4605|4620,4146|7378|9912|3356|0462|0403,350|719|668,37|26|73|98
2022-04-05,XSMB,"Hà Nội",54997,54,97,14UP|15UP|2UP|4UP|6UP|8UP,84480,68593|23376,89909|39417|19311|96594|27024|79055,9347|0992|0325|6642,2105|1336|2926|5263|8991|0855,307|411|689,47|41|79|38
2022-04-06,XSMB,"Hà Nội",17538,17,38,15UQ|1UQ|3UQ|5UQ|7UQ|8UQ,92002,23026|19281,15536|30966|76124|63497|38508|09445,8110|3470|8595|8727,4983|8106|4390|9195|4331|5328,171|667|338,43|88|92|11
2022-04-07,XSMB,"Hà Nội",98245,98,45,12UR|1UR|3UR|4UR|5UR|9UR,01742,98264|78008,86733|37919|70873|64717|82533|10942,6045|0041|1490|4765,5855|9854|7907|0413|7569|5445,105|257|074,26|63|60|18
2022-04-08,XSMB,"Hà Nội",43769,43,69,11US|4US|5US|7US|8US|9US,86531,98565|42742,13360|31673|48132|12979|60462|22182,5252|7259|0501|5422,5377|4388|8415|5235|6560|5842,055|288|241,22|87|18|35
2022-04-09,XSMB,"Hà Nội",34194,34,94,12UT|1UT|2UT|3UT|7UT|9UT,51050,00770|73910,54217|08307|56617|19934|50892|17924,5610|8570|9836|3346,6275|0476|0641|5953|5661|5967,323|312|691,34|94|45|70
2022-04-10,XSMB,"Hà Nội",25295,25,95,11UV|14UV|3UV|4UV|6UV|9UV,01253,02772|10133,25037|39709|38529|62601|03531|02966,7174|6598|9142|7548,0422|4404|9651|5388|4498|1990,616|196|733,05|02|17|69
2022-04-11,XSMB,"Hà Nội",86317,86,17,10UX|12UX|15UX|3UX|8UX|9UX,12274,88441|84090,61734|29101|64471|03818|43846|07800,7610|3964|0958|7772,5770|7716|3831|4011|4006|9343,383|948|701,21|31|35|40
2022-04-12,XSMB,"Hà Nội",81358,81,58,12UY|13UY|15UY|2UY|5UY|8UY,68088,47928|76598,02858|39616|11078|17552|78330|57095,2632|7338|7040|5551,3789|4925|1672|7294|7964|5352,619|135|070,60|66|50|11
2022-04-13,XSMB,"Hà Nội",76864,76,64,11UZ|13UZ|14UZ|1UZ|2UZ|7UZ,80616,87435|72823,46453|68170|37417|88526|94328|85281,3462|6516|8295|3537,9894|4113|2186|5966|8241|6819,445|650|682,71|33|83|39
2022-04-14,XSMB,"Hà Nội",96764,96,64,10VA|12VA|14VA|1VA|3VA|7VA,17962,83366|72336,94024|43923|04766|87110|21910|61262,7016|1107|7340|5131,5480|7294|4053|9950|2305|4874,532|618|794,86|05|36|32
2022-04-15,XSMB,"Hà Nội",54045,54,45,12VB|14VB|15VB|1VB|7VB|8VB,27631,14787|90992,60451|49375|62148|50334|02791|38478,9494|3576|9400|2339,3717|4337|3537|7438|2964|1185,907|721|120,60|31|54|32
2022-04-16,XSMB,"Hà Nội",36554,36,54,10VC|11VC|15VC|1VC|2VC|7VC,94220,71581|97927,99808|50345|90346|35469|62210|48173,1377|6536|3890|3566,8883|4491|5181|6270|4680|0369,269|085|602,48|81|98|94
2022-04-17,XSMB,"Hà Nội",87347,87,47,11VD|15VD|1VD|2VD|7VD|8VD,30501,52768|81509,58329|36585|57369|34593|20149|06240,5168|9476|1272|0201,0478|4449|5995|6232|0035|6518,498|315|198,65|90|33|97
2022-04-18,XSMB,"Hà Nội",80436,80,36,11VE|15VE|2VE|3VE|4VE|6VE,92047,18684|42377,68150|10118|96207|80561|26218|80711,0043|6277|5298|5747,4822|0775|4664|3875|3672|4147,965|167|129,70|58|04|93
2022-04-19,XSMB,"Hà Nội",78864,78,64,13VF|14VF|1VF|3VF|5VF|6VF,86443,93975|72072,54182|55741|07454|04111|65077|88281,3469|9220|4336|3358,1747|4438|6667|3213|4861|3688,046|207|704,23|50|71|28
2022-04-20,XSMB,"Hà Nội",58953,58,53,14VG|2VG|4VG|5VG|6VG|7VG,10071,15350|76286,50071|42800|28523|34419|88725|22282,6767|6464|0168|1738,2446|7441|2811|6641|8279|8110,902|935|017,76|28|23|61
2022-04-21,XSMB,"Hà Nội",89291,89,91,13VH|14VH|3VH|5VH|6VH|9VH,56407,88668|89544,76659|20521|61379|28262|04675|24608,7847|4900|8894|1771,5018|3306|8949|8270|0174|4791,695|835|527,96|43|75|54
2022-04-22,XSMB,"Hà Nội",31695,31,95,14VK|15VK|1VK|4VK|5VK|9VK,51735,67343|00384,51656|05290|61297|07065|97477|36261,0051|6869|8950|4598,7063|2763|1146|2665|6261|9492,163|147|242,83|63|37|18
2022-04-23,XSMB,"Hà Nội",77318,77,18,12VL|15VL|1VL|3VL|8VL|9VL,33815,99854|99583,81145|35513|96640|71280|27985|59278,7798|2218|8909|6218,1876|2463|7822|1145|9457|9141,568|438|555,12|80|97|58
2022-04-24,XSMB,"Hà Nội",97285,97,85,11VM|12VM|15VM|1VM|3VM|6VM,09752,78263|93471,55647|45149|89005|89562|00052|28702,3547|3143|6877|8162,2046|1441|7971|9312|9020|5601,150|308|710,41|11|50|45
2022-04-25,XSMB,"Hà Nội",99368,99,68,11VN|12VN|15VN|1VN|3VN|9VN,01450,12908|24755,09091|92951|04157|10076|40192|01878,8346|6765|8967|5497,0195|6957|2063|4289|1360|7038,795|819|128,51|06|41|11
2022-04-26,XSMB,"Hà Nội",32047,32,47,10VP|15VP|1VP|3VP|5VP|8VP,94835,58258|21275,32494|91718|09414|51826|44036|62410,2340|3638|4306|2765,6952|7231|2113|1845|4876|8901,454|700|631,22|47|06|92
2022-04-27,XSMB,"Hà Nội",02541,02,41,10VQ|13VQ|14VQ|3VQ|5VQ|7VQ,03308,68166|36358,41960|87024|86518|57519|84690|07865,0953|2489|1346|3042,9610|3228|6766|6222|1679|2483,083|218|815,01|00|76|14
2022-04-28,XSMB,"Hà Nội",47202,47,02,11VR|12VR|16VR|1VR|20VR|6VR|7VR|8VR,65673,20007|93437,15277|19055|81322|66308|96576|66228,2797|2795|2325|2530,4785|9918|4475|9466|5635|4899,240|200|188,01|04|08|86
2022-04-29,XSMB,"Hà Nội",58339,58,39,11VS|13VS|14VS|15VS|6VS|7VS,82141,51386|51548,89578|36302|56371|39234|97572|34884,1508|7022|4316|2815,5907|5714|2648|9106|4458|5660,855|012|247,80|56|15|35
2022-04-30,XSMB,"Hà Nội",59924,59,24,10VT|15VT|2VT|4VT|5VT|8VT,14841,64655|67193,50805|87346|26424|18550|07667|52631,1781|2446|1208|8909,1509|3066|9191|0372|8670|9968,665|055|930,49|30|65|34
2022-05-01,XSMB,"Hà Nội",81691,81,91,11VU|12VU|14VU|1VU|20VU|4VU|5VU|8VU,24290,90854|72236,30217|80913|09886|88942|10442|57804,0448|4813|2448|9076,7671|6782|4277|6760|0867|9274,018|011|868,11|01|38|82
2022-05-02,XSMB,"Hà Nội",94479,94,79,12VX|14VX|1VX|3VX|7VX|8VX,28588,31610|35225,32233|94516|94839|17280|88911|18029,8638|5244|4887|2044,0438|5348|0181|3518|0806|1534,458|958|615,57|95|91|09
2022-05-03,XSMB,"Hà Nội",48243,48,43,10VY|13VY|15VY|2VY|5VY|9VY,95479,47271|94238,37334|69572|66415|39128|32644|13370,7191|3656|1839|2841,1380|1610|4457|6672|1409|9108,721|928|384,99|55|96|97
2022-05-04,XSMB,"Hà Nội",79110,79,10,10VZ|14VZ|4VZ|6VZ|8VZ|9VZ,21129,46524|68497,65092|32413|95535|84583|22479|47546,5001|1772|7711|0189,1254|3682|9051|0752|3294|4011,367|289|712,79|25|04|85
2022-05-05,XSMB,"Hà Nội",78054,78,54,13XA|15XA|1XA|3XA|6XA|9XA,56243,80863|98662,42372|89718|20372|43757|00014|88127,7042|5898|9000|7727,2539|9902|2043|2071|0039|1413,126|788|499,06|10|45|12
2022-05-06,XSMB,"Hà Nội",20116,20,16,14XB|3XB|6XB|7XB|8XB|9XB,51969,74599|81169,53335|82835|57213|76047|88997|03873,4043|3715|1658|5569,8020|5884|1361|6011|0682|1054,599|764|820,34|10|31|03
2022-05-07,XSMB,"Hà Nội",73301,73,01,10XC|13XC|14XC|5XC|7XC|9XC,10879,79061|73405,93716|30788|85195|11056|71929|08331,6422|9330|3650|0829,8826|8413|9913|2003|0814|3216,773|447|456,20|24|60|30
2022-05-08,XSMB,"Hà Nội",51139,51,39,10XD|13XD|3XD|4XD|5XD|8XD,23395,36552|38651,04991|47157|29360|44544|87107|11543,0674|1048|2885|7008,7199|1746|0318|6714|2671|3455,474|899|639,92|70|16|23
2022-05-09,XSMB,"Hà Nội",05659,05,59,10XE|11XE|1XE|4XE|6XE|8XE,61956,88928|81464,34913|30428|22065|77513|22093|98047,7042|3178|0371|4614,4194|1200|5962|1916|8201|0677,259|242|748,48|28|08|86
2022-05-10,XSMB,"Hà Nội",35106,35,06,10XF|14XF|1XF|2XF|6XF|7XF,02963,45272|06423,55588|98486|28204|41573|93196|25429,0203|0677|8066|1620,5404|4607|9171|8579|3205|0817,848|860|909,90|37|53|05
2022-05-11,XSMB,"Hà Nội",27724,27,24,12XG|13XG|2XG|4XG|7XG|9XG,10916,79493|89431,16815|42536|74280|38695|05890|21638,5108|8913|2738|1187,0525|2106|1351|8571|3536|3121,504|374|192,37|15|01|24
2022-05-12,XSMB,"Hà Nội",55065,55,65,12XH|13XH|15XH|5XH|7XH|9XH,85044,34956|54359,61190|18390|05295|62798|29903|41839,5958|6226|4290|1313,5375|8444|7146|5378|1853|0501,192|025|435,31|33|39|51
2022-05-13,XSMB,"Hà Nội",29436,29,36,10XK|15XK|1XK|3XK|5XK|6XK,46318,32294|77466,93212|62933|41364|37952|17902|12456,3159|3187|7174|5338,6056|0791|2843|2566|7526|3787,969|827|755,51|49|82|08
2022-05-14,XSMB,"Hà Nội",30775,30,75,10XL|11XL|15XL|2XL|6XL|7XL,08368,69632|67521,75571|94533|83453|76996|31087|18091,9005|8609|0221|4118,0731|1769|3270|3088|5179|8847,585|536|357,05|74|08|52
2022-05-15,XSMB,"Hà Nội",93649,93,49,10XM|11XM|2XM|3XM|4XM|8XM,13716,59642|55194,92663|63665|00952|87008|93229|96476,3113|6305|4666|1625,3554|4132|4425|4391|0543|9212,284|673|985,10|94|56|49
2022-05-16,XSMB,"Hà Nội",17713,17,13,11XN|12XN|13XN|6XN|7XN|8XN,95077,26845|85992,68037|86767|32549|59746|77064|23960,2721|9310|9589|6644,8056|8489|8311|2057|8711|9051,553|568|678,87|38|34|88
2022-05-17,XSMB,"Hà Nội",58553,58,53,10XP|14XP|1XP|2XP|4XP|6XP,76496,45698|57221,59976|69948|14446|44215|92866|39702,9732|0906|5734|5995,4858|5190|0611|2960|6460|9568,849|632|541,56|19|02|48
2022-05-18,XSMB,"Hà Nội",69049,69,49,13XQ|2XQ|6XQ|7XQ|8XQ|9XQ,92364,38074|38286,33957|38478|51395|00617|57860|35530,4650|8057|0190|9775,9972|0632|6653|0699|7726|0943,413|766|550,28|57|02|77
2022-05-19,XSMB,"Hà Nội",49968,49,68,12XR|13XR|14XR|2XR|7XR|9XR,89976,98236|01110,64466|55492|25276|76607|20023|86611,4653|0404|1264|3776,4814|3489|9545|9481|8206|7286,045|986|854,04|71|25|50
2022-05-20,XSMB,"Hà Nội",78195,78,95,10XS|11XS|12XS|15XS|3XS|5XS,29924,93148|31878,90373|98148|70425|68174|87509|45128,1579|8236|1126|0906,8299|3776|3912|2338|8819|9177,218|446|574,22|23|60|58
2022-05-21,XSMB,"Hà Nội",85198,85,98,11XT|2XT|3XT|5XT|6XT|8XT,20830,08364|24874,09500|00837|14233|78831|28309|86212,3330|1999|6180|1527,4238|3344|7589|6327|8058|4791,559|193|047,53|64|13|80
2022-05-22,XSMB,"Hà Nội",24547,24,47,13XU|1XU|5XU|6XU|7XU|8XU,49158,88253|39604,77448|92351|99577|48872|58631|09422,9311|5583|1959|1099,5841|6574|2211|5029|0915|6219,571|895|203,57|56|01|47
2022-05-23,XSMB,"Hà Nội",29213,29,13,10XV|14XV|1XV|4XV|5XV|6XV,64806,79526|21519,79055|83498|48166|66999|60892|26542,2922|8295|5736|1480,1192|7948|7140|7108|2577|6229,025|779|153,17|54|81|51
2022-05-24,XSMB,"Hà Nội",97218,97,18,11XY|13XY|6XY|7XY|8XY|9XY,58758,87719|05801,31319|32255|69356|87026|37101|22493,2857|7477|7015|3584,2738|9768|6715|3837|0376|5285,785|619|594,30|87|41|49
2022-05-25,XSMB,"Hà Nội",87109,87,09,10XZ|14XZ|3XZ|4XZ|7XZ|8XZ,07545,03599|26377,41443|41075|50856|95139|25324|61248,7123|3738|4897|4969,2079|2013|4764|8214|1747|7491,348|804|059,77|66|01|59
2022-05-26,XSMB,"Hà Nội",41717,41,17,10YA|11YA|1YA|6YA|7YA|8YA,95585,58093|91750,87740|81446|96330|95650|41883|98877,3427|2316|6061|2559,4921|3419|1820|2593|0493|7193,296|454|735,57|13|63|47
2022-05-27,XSMB,"Hà Nội",29667,29,67,11YB|14YB|15YB|2YB|5YB|8YB,67112,89775|42471,59259|29533|15141|57109|29907|26346,3800|1820|6576|3971,9378|8504|3152|2231|5413|7322,657|278|665,13|84|54|92
2022-05-28,XSMB,"Hà Nội",57318,57,18,10YC|11YC|15YC|1YC|3YC|4YC,86313,52292|77476,75688|25120|57019|90657|67823|68014,8907|9773|4469|8369,2517|9153|1007|3430|9241|8362,719|640|292,63|53|39|59
2022-05-29,XSMB,"Hà Nội",87354,87,54,12YD|13YD|14YD|2YD|6YD|9YD,28042,37479|22643,39497|85599|19492|74411|95798|58465,6411|2761|1501|7149,6941|8163|6338|3309|4247|1198,252|307|648,38|33|31|05
2022-05-30,XSMB,"Hà Nội",12512,12,12,11YE|16YE|1YE|20YE|2YE|4YE|6YE|7YE,62935,64686|41116,68096|98840|32140|56092|30312|08501,4910|1554|6967|3310,8077|6006|4601|6632|4181|0366,591|768|764,04|94|22|64
2022-05-31,XSMB,"Hà Nội",39725,39,25,10YF|11YF|2YF|3YF|7YF|8YF,23112,94003|94061,12526|60746|72450|16619|85382|33517,7627|5084|7836|3990,9992|2983|3134|5021|5244|1810,259|636|493,96|60|38|41
2022-06-01,XSMB,"Hà Nội",31918,31,18,11YG|12YG|15YG|2YG|4YG|8YG,04729,37215|50551,27923|65013|34637|04904|14101|69438,3529|3496|6826|7625,2163|9481|4488|6890|1187|2392,099|210|654,15|52|48|36
